ID,round,code_final,code_mid,who,container,batch_number,fridge,worm_species,worm_number,fungi_species,fungi_density_1,fungi_density_2,fungi_density_3,bacteria_species,bacteria_density_1,bacteria_density_2,premix,mineral_1_type,mineral_1_grainsize,mineral_1_ratio,mineral_2_type,mineral_2_grainsize,mineral_2_ratio,mineral_3_type,mineral_3_grainsize,mineral_3_ratio,mineral_check,organic_matter_type,addition_nitrogen_mmol_l,addition_phosphorus_mmol_l,enzyme1_species,enzyme1_density,enzyme2_species,enzyme2_density,enzyme3_species,enzyme3_density,enzyme_dosing_frequency,chelates_type,chelates_concentration_uM,water_flowrate_text,water_frequency,biochar,status,weight_mid_total_kg,EC_mid_uScm,pH_mid,temperature_mid_degC,weight_final_total_kg,EC_final_uScm,pH_final,temperature_final_degC,pco2_container_ppm,precipitation,alkalinity_forst_mid_umol_l,alkalinity_geomar_mid_umol_l,alkalinity_forst_final_umol_l,alkalinity_geomar_final_umol_l,DIC_mid_mg_l,DIC_final_mg_l,DOC_mid_mg_l,DOC_final_mg_l,ICP_Al_ug_l,ICP_Cd_ug_l,ICP_Cu_ug_l,ICP_Fe_ug_l,ICP_Li_ug_l,ICP_Mn_ug_l,ICP_Ni_ug_l,ICP_Sr_ug_l,ICP_Zn_ug_l,ICP_Ca_mg_l,ICP_K_mg_l,ICP_Mg_mg_l,ICP_Na_mg_l,ICP_P_mg_l,ICP_Si_mg_l,DSi_umol_l,analysis,LOI_C%,IC_mid_Li_umol_l,IC_mid_Na_umol_l,IC_mid_NH4_umol_l,IC_mid_K_umol_l,IC_mid_Ca_umol_l,IC_mid_Mg_umol_l,IC_mid_F_umol_l,IC_mid_Cl_umol_l,IC_mid_NO2_umol_l,IC_mid_Br_umol_l,IC_mid_NO3_umol_l,IC_mid_PO4_umol_l,IC_mid_SO4_umol_l,IC_final_Li_umol_l,IC_final_Na_umol_l,IC_final_NH4_umol_l,IC_final_K_umol_l,IC_final_Ca_umol_l,IC_final_Mg_umol_l,IC_final_F_umol_l,IC_final_Cl_umol_l,IC_final_NO2_umol_l,IC_final_Br_umol_l,IC_final_NO3_umol_l,IC_final_PO4_umol_l,IC_final_SO4_umol_l
304,2,2F-101,2M-101,Harun/Guillermo,10,101,6,Apporrectodea_caliginosa,4,No Fungi,,,,Bacillus_subtilis_168,,,,Dunite,AFS 80 (0.125),30,Steel_slag,3,70,No Mineral,No Mineral,0,OKAY,Straw,,,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Chelates,No Chelates,Flowrate 1 (50 mL/day),Twice a day,No Biochar,Flooded,1.13,971,10.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
305,2,2F-102,2M-102,Harun/Guillermo,10,102,6,Apporrectodea_caliginosa,4,Knufia_petricola,,,,Bacillus_subtilis_168,,,,Dunite,AFS 80 (0.125),30,Steel_slag,3,70,No Mineral,No Mineral,0,OKAY,Straw,,,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Chelates,No Chelates,Flowrate 1 (50 mL/day),Twice a day,No Biochar,Flooded,1.19,5840,12.266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
306,2,2F-103,2M-103,Harun/Guillermo,10,103,6,Apporrectodea_caliginosa,4,Knufia_petricola,,,,Bacillus_subtilis_168,,,,Dunite,AFS 80 (0.125),30,Steel_slag,3,70,No Mineral,No Mineral,0,OKAY,Straw,,,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Chelates,No Chelates,Flowrate 1 (50 mL/day),Twice a day,No Biochar,Flooded,1.13,5270,12.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
307,2,2F-104,2M-104,Harun/Guillermo,10,104,6,Apporrectodea_caliginosa,4,Knufia_petricola,,,,Bacillus_subtilis_168,,,,Dunite,AFS 80 (0.125),30,Steel_slag,3,70,No Mineral,No Mineral,0,OKAY,Straw,,,Carbonic_Anhydrase,782,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Chelates,No Chelates,Flowrate 1 (50 mL/day),Twice a day,No Biochar,Flooded,1.13,1018,10.481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
308,2,2F-105,2M-105,Harun/Guillermo,5,105,6,Apporrectodea_caliginosa,4,No Fungi,,,,Bacillus_subtilis_168,,,,Dunite,AFS 80 (0.125),70,Dunite,AFS 20 (1),30,No Mineral,No Mineral,0,OKAY,Straw,,,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Chelates,No Chelates,Flowrate 1 (50 mL/day),Twice a day,No Biochar,Flooded,1.12,1235,8.641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
309,2,2F-106,2M-106,Harun/Guillermo,5,106,6,Apporrectodea_caliginosa,4,Knufia_petricola,,,,Bacillus_subtilis_168,,,,Dunite,AFS 80 (0.125),70,Dunite,AFS 20 (1),30,No Mineral,No Mineral,0,OKAY,Straw,,,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Chelates,No Chelates,Flowrate 1 (50 mL/day),Twice a day,No Biochar,Flooded,1.1,1163,8.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
310,2,2F-107,2M-107,Harun/Guillermo,10,107,6,No Worm,0,Knufia_petricola,,,,Bacillus_subtilis_168,,,,Dunite,AFS 80 (0.125),30,Steel_slag,3,70,No Mineral,No Mineral,0,OKAY,Straw,,,Carbonic_Anhydrase,782,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Chelates,No Chelates,Flowrate 1 (50 mL/day),Twice a day,No Biochar,Flooded,1.22,4901,12.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
311,2,2F-108,2M-108,Harun/Guillermo,10,108,6,No Worm,0,Knufia_petricola,,,,Bacillus_subtilis_168,,,,Dunite,AFS 80 (0.125),30,Steel_slag,3,70,No Mineral,No Mineral,0,OKAY,Straw,,,Urease,71,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Chelates,No Chelates,Flowrate 1 (50 mL/day),Twice a day,No Biochar,Flooded,1.16,5040,12.179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
312,2,2F-109,2M-109,Tullia,5,109,7,Apporrectodea_caliginosa,4,No Fungi,,,,No Bacteria,,,,Basalt_Lavagestein,0.063,30,Basalt_Lavagestein,0 to 2,70,No Mineral,No Mineral,0,OKAY,Straw,,,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Chelates,No Chelates,Flowrate 1 (50 mL/day),5 times a day,No Biochar,Okay,0.52,1154,8.469,,0.94,860,8271,,,,3055.48,,8305.7,,,68.474,,126.883,24.6,0.023,11.9,650,9.39,373,3.54,270,94.1,76.1,21.6,30.3,,0.07,29.5,,Yes,0.062601157,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,NA,1344.934,NA,1973.675,1459.237,950.695,239.202,733.966,NA,NA,NA,NA,72.429
313,2,2F-110,2M-110,Tullia,5,110,7,Apporrectodea_caliginosa,4,No Fungi,,,,No Bacteria,,,,Basalt_Lavagestein,0 to 2,100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,Straw,,,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Chelates,No Chelates,Flowrate 1 (50 mL/day),5 times a day,No Biochar,Okay,0.81,629,8.445,,1.4,465,8337,,,,5243.79,,3809.44,,,41.169,,68.526,32.6,0.053,11.5,182,7.45,40.8,8.15,215,42.1,55.8,7.98,15.2,,0.03,21.8,,Yes,0.019424532,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
314,2,2F-111,2M-111,Tullia,5,111,7,Allolobophora_chlorotica,4,No Fungi,,,,No Bacteria,,,,Basalt_Lavagestein,0.063,100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,Straw,,,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Chelates,No Chelates,Flowrate 1 (50 mL/day),5 times a day,No Biochar,Okay,0.71,2460,8.412,,1.27,1394,8325,,,,4233.1,,10832.22,,,71.112,,279.029,4.7,0.036,1.71,525,8.05,458,12.5,420,75.5,149,47.4,102,,0.07,35.6,,Yes,0.015875005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,NA,2640.48,NA,2240.485,824.216,1283.106,NA,833.854,NA,NA,NA,NA,59.668
315,2,2F-112,2M-112,Tullia,5,112,7,Allolobophora_chlorotica,4,No Fungi,,,,No Bacteria,,,,Basalt_Lavagestein,0.063,50,Basalt_Lavagestein,0 to 2,50,No Mineral,No Mineral,0,OKAY,Straw,,,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Chelates,No Chelates,Flowrate 1 (50 mL/day),5 times a day,No Biochar,Okay,0.68,1375,8.444,,1.26,824,8302,,,,2418.97,,7836.945,,,84.213,,57.823,10.2,0.029,5.1,180,7.48,33.8,7.7,272,44,92.1,21.4,59.8,,0.04,26.3,,Yes,0.012724496,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
316,2,2F-113,2M-113,Tullia,5,113,7,Allolobophora_chlorotica,4,No Fungi,,,,No Bacteria,,,,Basalt_Lavagestein,0.063,70,Basalt_Lavagestein,0 to 2,30,No Mineral,No Mineral,0,OKAY,Straw,,,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Chelates,No Chelates,Flowrate 1 (50 mL/day),5 times a day,No Biochar,Okay,0.84,1740,8.438,,1.54,1213,8154,,,,12926.54,,9983.65,,,79.224,,170.085,7.6,0.021,4.39,807,7.91,831,10.5,421,70,128,24.8,102,,0.03,37.4,,Yes,0.015761869,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,NA,4469.879,NA,3298.946,836.259,1099.184,NA,1391.247,NA,NA,NA,NA,123.183
317,2,2F-114,2M-114,Tullia,5,114,7,Allolobophora_chlorotica,4,No Fungi,,,,No Bacteria,,,,Basalt_Lavagestein,0.063,30,Basalt_Lavagestein,0 to 2,70,No Mineral,No Mineral,0,OKAY,Straw,,,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Chelates,No Chelates,Flowrate 1 (50 mL/day),5 times a day,No Biochar,Okay,0.79,920,8.626,,1.4,601,8479,,,,11564.9,,5404.815,,,58.896,,45.078,11.4,0.036,10.3,135,9.94,7.07,5.1,241,40,71.7,13.6,33.8,,0.04,24.4,,Yes,0.008123498,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
318,2,2F-115,2M-115,Tullia,5,115,7,Allolobophora_chlorotica,4,No Fungi,,,,No Bacteria,,,,Basalt_Lavagestein,0 to 2,100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,Straw,,,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Chelates,No Chelates,Flowrate 1 (50 mL/day),5 times a day,No Biochar,Okay,0.84,590,8.426,,1.49,388,8219,,,,12585.795,,3152.78,,,33.036,,53.873,37.4,0.043,12.9,96.5,4.95,6.23,2.62,182,38.3,44.5,5.4,10.6,,0.04,17.9,,Yes,0.008723654,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
319,2,2F-116,2M-116,Tullia,5,116,7,Apporrectodea_caliginosa,4,No Fungi,,,,No Bacteria,,,,Dunite,No.11 (0.063),50,Dunite,AFS 80 (0.125),50,No Mineral,No Mineral,0,OKAY,Straw,,,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Chelates,No Chelates,Flowrate 1 (50 mL/day),5 times a day,No Biochar,Okay,0.84,1553,8.776,,1.4,1291,8520,,,,9899.955,,13461.115,,,108.411,,176.638,0.2,0.033,1.86,8,3.87,19.7,286,544,17.7,96.1,138,31,,0.01,3.25,,Yes,0.020420132,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,NA,1355.157,NA,2449.93,520.184,5977.475,NA,545.565,NA,NA,NA,NA,96.4
320,2,2F-117,2M-117,Tullia,5,117,7,Apporrectodea_caliginosa,4,No Fungi,,,,No Bacteria,,,,Dunite,No.11 (0.063),45,Dunite,AFS 80 (0.125),45,Dunite,AFS 20 (1),10,OKAY,Straw,,,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Chelates,No Chelates,Flowrate 1 (50 mL/day),5 times a day,No Biochar,Okay,0.89,2150,8.876,,1.46,1597,8789,,,,6489.72,,16974.65,,,134.735,,237.204,0,0.027,1.64,10.8,5.48,23.6,284,706,18.4,120,186,35.6,,0.02,3.91,,Yes,0.032102439,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,NA,1540.017,NA,3051.89,500.498,7857.391,NA,599.418,13.153,NA,NA,NA,143.82
321,2,2F-118,2M-118,Tullia,5,118,7,Apporrectodea_caliginosa,4,No Fungi,,,,No Bacteria,,,,Dunite,No.11 (0.063),35,Dunite,AFS 80 (0.125),35,Dunite,AFS 20 (1),30,OKAY,Straw,,,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Chelates,No Chelates,Flowrate 1 (50 mL/day),5 times a day,No Biochar,Okay,1.11,1348,8.577,,1.9,1293,8489,,,,6237.97,,14243.575,,,127.233,,147.665,0.2,0.029,11.5,50.5,5.53,96.3,197,460,24.6,79.5,145,25.8,,0.02,9.54,,Yes,0.027851798,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,NA,1154.547,NA,2086.067,466.823,6307.751,138.575,463.654,NA,NA,NA,NA,152.421
322,2,2F-119,2M-119,Tullia,5,119,7,Apporrectodea_caliginosa,4,No Fungi,,,,No Bacteria,,,,Dunite,AFS 80 (0.125),100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,Straw,,,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Chelates,No Chelates,Flowrate 1 (50 mL/day),5 times a day,No Biochar,Okay,1.17,1221,8.463,,1.96,962,8395,,,,10033.285,,10929.28,,,117.389,,58.565,0.4,0.034,6.54,109,8.19,88.6,155,356,27.7,67.6,88.4,18.7,,0.06,38.8,,Yes,0.013565073,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,NA,827.491,NA,1754.361,753.789,3889.699,NA,428.028,NA,NA,NA,NA,110.26
323,2,2F-120,2M-120,Tullia,5,120,7,Apporrectodea_caliginosa,4,No Fungi,,,,No Bacteria,,,,Dunite,AFS 20 (1),100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,Straw,,,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Chelates,No Chelates,Flowrate 1 (50 mL/day),5 times a day,No Biochar,Okay,1.2,577,8.334,,2.11,418,8304,,,,8318.56,,4066.67,,,44.675,,37.427,5.5,0.027,10.4,59.4,2.9,1.48,74.9,239,25.6,32.9,23.1,12.5,,0.03,16.1,,Yes,0.01626807,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
324,2,2F-121,2M-121,Grant,5,121,7,No Worm,0,No Fungi,,,,No Bacteria,,,,Dunite,AFS 20 (1),100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,No Organic Matter,,,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Chelates,No Chelates,Flowrate 1 (50 mL/day),5 times a day,No Biochar,Okay,1.13,257,8.338,,1.96,258,8331,,,,6532.375,,2332.635,,,25.324,,0.651,3.8,0,0.12,0.3,1.63,0.81,1.13,177,20.5,9.1,11.6,10.4,,0.01,10.6,,Yes,0.029022784,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
325,2,2F-122,2M-122,Grant,5,122,7,No Worm,0,No Fungi,,,,No Bacteria,,,,Dunite,AFS 20 (1),100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,Straw,,,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Chelates,No Chelates,Flowrate 1 (50 mL/day),5 times a day,No Biochar,Okay,1.17,685,8.385,,2.13,465,8263,,,,8686.515,,4619.14,,,50.39,,43.303,1.2,0.034,9.93,102,4.88,1.72,50.4,222,26.4,38.1,26.6,12.9,,0.03,19.5,,Yes,0.011525471,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
326,2,2F-123,2M-123,Grant,5,123,7,No Worm,0,No Fungi,,,,No Bacteria,,,,Dunite,AFS 20 (1),100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,Digestate,,,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Chelates,No Chelates,Flowrate 1 (50 mL/day),5 times a day,No Biochar,Okay,1.1,677,8.331,,1.86,468,8237,,,,3881.22,,3370.31,,,36.494,,15.13,1,0.038,2.72,10.3,4.98,0.42,13.9,204,30.7,20.3,26.9,17.4,,3.5,13.9,,Yes,0.015661228,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
327,2,2F-124,2M-124,Grant,5,124,7,No Worm,0,Knufia_petricola,,,,B._subtilis_C._metallidurans,,,,Dunite,AFS 20 (1),100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,Straw,,,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Chelates,No Chelates,Flowrate 1 (50 mL/day),5 times a day,No Biochar,Okay,1.14,929,8.537,,2,559,8471,,,,26297.52,,5202.775,,,57.719,,36.962,0.9,0.022,5.94,63.1,4.8,4.17,49.2,298,28.3,37.5,35,20.5,,0.68,21.3,,Yes,0.028771483,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
328,2,2F-125,2M-125,Grant,5,125,7,No Worm,0,Knufia_petricola,,,,B._subtilis_C._metallidurans,,,,Dunite,AFS 20 (1),100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,Digestate,,,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Chelates,No Chelates,Flowrate 1 (50 mL/day),5 times a day,No Biochar,Okay,1.14,733,8.44,,1.78,1043,8564,,,,13272.88,,9881.905,,,86.353,,136.045,0.2,0.029,8.92,67.7,6.09,97.1,97.7,388,41.3,32.4,103,29.3,,1.8,36.3,,Yes,0.015158843,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
329,2,2F-126,2M-126,Grant,10,126,7,No Worm,0,Knufia_petricola,,,,B._subtilis_C._metallidurans,,,,Dunite,AFS 20 (1),100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,Straw,,,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Chelates,No Chelates,Flowrate 1 (50 mL/day),5 times a day,10% Biochar,Okay,1.1,1616,8.798,,1.96,907,8606,,,,20796.84,,8956.67,,,95.884,,45.393,0.5,0.031,4.64,41.6,4.16,2.94,31.4,263,40.7,152,37.5,20.6,,0.58,26.4,,Yes,0.047560087,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,NA,902.829,NA,3882.533,1100.412,1650.776,NA,689.741,NA,NA,NA,NA,186.593
330,2,2F-127,2M-127,Grant,10,127,8,No Worm,0,Knufia_petricola,,,,B._subtilis_C._metallidurans,,,,Dunite,AFS 20 (1),100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,Digestate,,,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Chelates,No Chelates,Flowrate 1 (50 mL/day),5 times a day,10% Biochar,Okay,0.79,1674,8.623,,1.27,1021,8528,,,,10054.105,,7498.6,,,80.002,,18.511,0.7,0.028,1.64,5.7,4.78,0.2,7.4,207,38.2,165,38.4,31.9,,5.97,19.2,,Yes,0.077808893,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
331,2,2F-128,2M-128,Grant,10,128,8,No Worm,0,No Fungi,,,,No Bacteria,,,,Basalt_Lavagestein,0 to 2,100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,No Organic Matter,,,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Chelates,No Chelates,Flowrate 1 (50 mL/day),5 times a day,No Biochar,Okay,0.77,277,8.387,,1.43,252,8314,,,,9660.265,,1954.195,,,20.943,,1.891,40.2,0.012,0.92,0.9,1.63,0.22,0.38,127,34.1,10.1,3.79,5.6,,0.01,8.12,,Yes,0.01573964,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,NA,240.282,NA,283.779,961.579,195.251,NA,335.217,NA,NA,36.13,NA,130.741
332,2,2F-129,2M-129,Grant,10,129,8,No Worm,0,No Fungi,,,,No Bacteria,,,,Basalt_Lavagestein,0 to 2,100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,Straw,,,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Chelates,No Chelates,Flowrate 1 (50 mL/day),5 times a day,No Biochar,Okay,0.83,572,8.341,,1.49,407,8175,,,,30056.6,,3352.845,,,35.468,,63.866,49.8,0.04,10.6,199,5.03,22.8,2.41,202,40.2,48.3,5.73,12.3,,0.05,19.7,,Yes,0.012152266,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
333,2,2F-130,2M-130,Grant,10,130,8,No Worm,0,No Fungi,,,,No Bacteria,,,,Basalt_Lavagestein,0 to 2,100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,Digestate,,,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Chelates,No Chelates,Flowrate 1 (50 mL/day),5 times a day,No Biochar,Okay,1.04,390,7.842,,1.98,271,8174,,,,14866.565,,1318.305,,,10.682,,13.716,21.1,0.021,3.61,9.8,0.95,0.47,3.41,86.5,30.9,12.4,5.05,7.3,,5.5,10.7,,Yes,0.019658422,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
